start	end	dom_order
83945000	85335000	1
85335000	85625000	1
85625000	86615000	1
86615000	86925000	1
86925000	87675000	1
87675000	88085000	1
88085000	89505000	1
89505000	89685000	1
89685000	89805000	1
89805000	90195000	1
90285000	90555000	1
90555000	90835000	1
90835000	92225000	1
92225000	92805000	1
92805000	93375000	1
93375000	93735000	1
93735000	93855000	1
93855000	95485000	1
95485000	96125000	1
96125000	96535000	1
96535000	96645000	1
96645000	96765000	1
96765000	98515000	1
98515000	99015000	1
99015000	99355000	1
99355000	99785000	1
99785000	100185000	1
100185000	100315000	1
100315000	100605000	1
100605000	100815000	1
100815000	102685000	1
102685000	103945000	1
103945000	104425000	1
104425000	105025000	1
105025000	105375000	1
105375000	105895000	1
105895000	106175000	1
106175000	106705000	1
106705000	107135000	1
107135000	109015000	1
109015000	109145000	1
109145000	109715000	1
109715000	109785000	1
109785000	110565000	1
110565000	111375000	1
111375000	111525000	1
111525000	112705000	1
112705000	113225000	1
113225000	113375000	1
113375000	113915000	1
113915000	114505000	1
114505000	115965000	1
115965000	117185000	1
117185000	117425000	1
117425000	117925000	1
117925000	118475000	1
118475000	118935000	1
118935000	120965000	1
120965000	121485000	1
121485000	121555000	1
121555000	121765000	1
121765000	122785000	1
122785000	123225000	1
123225000	123625000	1
123625000	123755000	1
123755000	124835000	1
124835000	125375000	1
125375000	126435000	1
126435000	127025000	1
127025000	128285000	1
128285000	128615000	1
128615000	128845000	1
128845000	129195000	1
129195000	129435000	1
129435000	130535000	1
130535000	130985000	1
130985000	131405000	1
131405000	131505000	1
131655000	132185000	1
132185000	133905000	1
133905000	134655000	1
134655000	134855000	1
134855000	135235000	1
135235000	136005000	1
136005000	136315000	1
136315000	136805000	1
136805000	137235000	1
137235000	137485000	1
137485000	137995000	1
137995000	139435000	1
139435000	139705000	1
139705000	140645000	1
140645000	141005000	1
141005000	141165000	1
141165000	142145000	1
142145000	143375000	1
143375000	143745000	1
143745000	143835000	1
143835000	144785000	1
144785000	145275000	1
145275000	145475000	1
145475000	146025000	1
146025000	146585000	1
146585000	147045000	1
147045000	147615000	1
147615000	148275000	1
148275000	148925000	1
148925000	149555000	1
149555000	150025000	1
150025000	150585000	1
150585000	151215000	1
151215000	151805000	1
151805000	153155000	1
153155000	153375000	1
153375000	153635000	1
153635000	154135000	1
154135000	154495000	1
154495000	154795000	1
154795000	155745000	1
155745000	156265000	1
156265000	156735000	1
156735000	157445000	1
157445000	157845000	1
157845000	157985000	1
157985000	158865000	1
158865000	159765000	1
159765000	159865000	1
159865000	160275000	1
160275000	160625000	1
160625000	162235000	1
162235000	162395000	1
162395000	162615000	1
162615000	162975000	1
162975000	163715000	1
163715000	163915000	1
163915000	164195000	1
164195000	164475000	1
164475000	164735000	1
164735000	165275000	1
165275000	165515000	1
165515000	166435000	1
166435000	166665000	1
166665000	167465000	1
167465000	167585000	1
167585000	167835000	1
167835000	168315000	1
168315000	169145000	1
169145000	170435000	1
170435000	170995000	1
170995000	171265000	1
171265000	172115000	1
172115000	172835000	1
172835000	174515000	1
174515000	176205000	1
176205000	176655000	1
176655000	177135000	1
177135000	177975000	1
177975000	178755000	1
178755000	179895000	1
405000	785000	2
785000	1215000	2
1215000	1415000	2
1415000	1625000	2
1625000	1895000	2
1895000	2265000	2
2425000	2675000	2
2675000	2795000	2
2795000	3035000	2
3035000	3365000	2
3365000	3525000	2
3525000	4075000	2
4075000	4685000	2
4685000	4815000	2
4815000	5245000	2
5575000	6055000	2
6055000	6345000	2
6345000	6725000	2
7515000	7995000	2
7995000	8215000	2
8215000	8575000	2
8575000	9105000	2
10065000	10375000	2
10375000	10665000	2
10905000	11455000	2
11455000	11865000	2
11865000	12265000	2
12265000	12685000	2
12685000	13065000	2
13065000	13775000	2
13775000	14035000	2
14035000	14365000	2
14365000	14775000	2
14775000	15155000	2
16205000	16365000	2
16365000	16785000	2
16785000	17015000	2
17015000	17305000	2
17305000	17785000	2
19315000	19655000	2
19655000	20045000	2
20045000	20365000	2
21535000	21765000	2
21765000	22135000	2
22755000	22925000	2
22925000	23065000	2
23065000	23225000	2
23225000	23385000	2
23725000	24205000	2
24205000	24735000	2
24735000	25255000	2
29215000	29345000	2
29345000	29685000	2
29685000	30295000	2
30295000	30655000	2
30655000	31055000	2
31055000	31495000	2
31495000	31695000	2
31695000	32145000	2
32145000	32375000	2
32375000	32855000	2
33305000	33445000	2
33445000	33655000	2
33655000	33805000	2
34285000	34585000	2
34585000	34845000	2
34845000	35045000	2
35045000	35605000	2
35605000	35845000	2
35845000	36295000	2
36825000	37185000	2
37185000	37585000	2
38435000	38815000	2
38815000	39075000	2
39905000	40155000	2
40155000	40375000	2
40375000	40755000	2
40755000	40965000	2
40965000	41435000	2
41435000	42095000	2
42095000	42325000	2
43405000	43835000	2
43835000	43915000	2
43915000	44355000	2
44355000	44475000	2
44475000	44965000	2
48065000	48415000	2
48415000	48775000	2
50265000	50505000	2
50505000	50775000	2
50775000	50965000	2
50965000	51265000	2
51265000	51555000	2
51555000	51995000	2
51995000	52395000	2
52395000	52885000	2
53455000	53845000	2
53845000	54275000	2
54275000	54485000	2
54985000	55235000	2
55235000	55535000	2
55535000	56075000	2
56075000	56255000	2
56255000	56605000	2
56605000	57205000	2
59835000	60205000	2
60205000	60395000	2
60645000	60925000	2
60925000	61305000	2
61605000	62355000	2
62355000	62745000	2
62745000	63025000	2
63025000	63255000	2
64075000	64275000	2
64275000	64525000	2
64525000	65135000	2
65135000	65735000	2
65735000	66035000	2
66035000	66555000	2
67895000	68135000	2
68135000	68325000	2
68325000	68585000	2
68585000	69045000	2
71855000	72065000	2
72065000	72285000	2
72285000	72555000	2
74585000	75085000	2
75085000	75215000	2
77285000	77505000	2
77505000	77635000	2
77635000	77795000	2
79015000	79325000	2
79325000	79655000	2
79655000	79955000	2
81165000	81335000	2
81335000	81445000	2
81445000	81885000	2
81885000	82205000	2
82205000	82585000	2
82585000	83435000	2
83435000	83945000	2
83945000	84295000	2
84295000	84415000	2
84415000	85335000	2
85625000	86185000	2
86185000	86615000	2
88085000	88295000	2
88295000	88415000	2
88415000	89055000	2
89055000	89275000	2
89275000	89505000	2
92805000	93075000	2
93075000	93375000	2
93855000	94445000	2
94445000	95025000	2
95025000	95285000	2
95285000	95485000	2
95485000	95685000	2
95685000	95905000	2
95905000	96125000	2
96765000	97835000	2
97835000	98175000	2
98175000	98515000	2
100815000	101235000	2
101235000	101495000	2
101495000	102685000	2
102685000	102915000	2
102915000	103095000	2
103095000	103565000	2
103565000	103945000	2
104425000	104715000	2
104715000	105025000	2
107135000	107805000	2
107805000	108195000	2
108195000	108725000	2
108725000	109015000	2
109145000	109315000	2
109315000	109715000	2
109785000	110095000	2
110095000	110295000	2
110295000	110565000	2
110565000	110915000	2
110915000	111115000	2
111115000	111375000	2
111525000	111905000	2
111905000	112545000	2
112545000	112705000	2
114505000	114995000	2
114995000	115185000	2
115185000	115765000	2
115765000	115965000	2
118935000	119225000	2
119225000	120145000	2
120145000	120375000	2
120375000	120765000	2
120765000	120965000	2
121765000	122155000	2
122155000	122415000	2
122415000	122785000	2
123755000	123925000	2
123925000	124465000	2
124465000	124835000	2
124835000	125045000	2
125045000	125375000	2
125375000	126015000	2
126015000	126435000	2
126435000	126785000	2
126785000	127025000	2
127025000	127215000	2
127215000	127315000	2
127315000	127425000	2
127425000	127645000	2
127645000	128285000	2
129435000	130075000	2
130075000	130535000	2
131655000	131845000	2
131845000	132185000	2
132185000	132505000	2
132505000	132845000	2
132845000	133515000	2
133515000	133715000	2
133715000	133905000	2
133905000	134065000	2
134065000	134315000	2
134315000	134655000	2
135235000	135555000	2
135555000	136005000	2
137485000	137785000	2
137785000	137995000	2
137995000	138245000	2
138245000	138405000	2
138405000	138745000	2
138745000	138935000	2
138935000	139435000	2
141165000	141315000	2
141315000	141505000	2
141505000	142145000	2
142145000	142625000	2
142625000	142855000	2
142855000	143375000	2
143835000	144345000	2
144345000	144465000	2
144465000	144785000	2
147045000	147245000	2
147245000	147615000	2
147615000	148075000	2
148075000	148275000	2
148275000	148515000	2
148515000	148665000	2
148665000	148925000	2
148925000	149205000	2
149205000	149555000	2
150025000	150455000	2
150455000	150585000	2
150585000	150765000	2
150765000	151055000	2
151055000	151215000	2
151215000	151545000	2
151545000	151805000	2
151805000	152295000	2
152295000	152585000	2
152585000	153155000	2
153635000	153855000	2
153855000	154135000	2
154795000	155075000	2
155075000	155335000	2
155335000	155745000	2
157985000	158415000	2
158415000	158655000	2
158655000	158865000	2
158865000	159205000	2
159205000	159445000	2
159445000	159765000	2
160625000	161105000	2
161105000	162085000	2
162085000	162235000	2
162975000	163225000	2
163225000	163365000	2
163365000	163715000	2
164735000	165015000	2
165515000	165985000	2
165985000	166205000	2
166205000	166435000	2
166665000	167015000	2
167015000	167285000	2
167285000	167465000	2
169145000	169315000	2
169315000	169455000	2
169455000	169585000	2
169585000	169865000	2
169865000	170435000	2
170435000	170655000	2
170655000	170995000	2
171265000	171505000	2
171505000	171875000	2
171875000	172115000	2
172115000	172565000	2
172565000	172835000	2
172835000	173135000	2
173135000	173405000	2
173405000	173625000	2
173625000	174515000	2
174515000	175545000	2
175545000	175885000	2
175885000	176205000	2
177135000	177465000	2
177465000	177705000	2
177705000	177975000	2
178755000	179185000	2
179185000	179565000	2
179565000	179895000	2
