start	end	dom_order
106395000	107225000	1
107225000	107955000	1
107955000	109895000	1
109895000	110345000	1
110345000	110905000	1
110905000	111395000	1
111395000	111865000	1
111865000	112275000	1
112275000	112605000	1
112605000	113625000	1
113625000	113845000	1
113845000	114075000	1
114075000	114315000	1
114315000	114565000	1
114565000	114815000	1
114815000	115425000	1
115425000	116395000	1
116395000	117105000	1
117105000	117595000	1
117595000	118015000	1
118015000	118285000	1
118285000	118665000	1
118665000	119795000	1
119795000	120275000	1
120275000	121005000	1
121005000	121835000	1
121835000	122365000	1
122365000	122775000	1
122775000	122845000	1
122845000	123825000	1
123825000	124335000	1
124335000	124865000	1
124865000	125375000	1
125375000	126045000	1
126045000	126965000	1
126965000	127475000	1
127475000	127575000	1
127575000	128395000	1
128395000	128915000	1
128915000	129145000	1
129145000	129695000	1
129695000	130195000	1
130195000	130395000	1
130395000	130955000	1
130955000	133075000	1
133075000	133295000	1
133295000	133545000	1
133545000	133765000	1
133765000	134815000	1
134815000	134945000	1
134945000	135005000	1
135005000	135625000	1
135625000	135835000	1
135835000	136305000	1
136305000	136645000	1
136645000	136925000	1
136925000	137115000	1
137115000	137565000	1
137565000	138135000	1
138135000	139085000	1
139085000	140065000	1
140065000	140565000	1
140565000	141225000	1
141225000	141425000	1
141425000	142165000	1
142165000	142755000	1
142755000	144345000	1
144345000	144485000	1
144485000	144845000	1
144845000	145775000	1
145775000	145925000	1
145925000	146405000	1
146405000	146585000	1
146585000	147035000	1
147035000	147365000	1
147365000	149275000	1
149275000	149545000	1
149545000	149665000	1
149665000	149815000	1
149815000	151675000	1
151675000	151885000	1
151885000	152125000	1
152125000	152415000	1
152415000	152745000	1
152745000	153225000	1
153225000	153535000	1
153535000	154935000	1
154935000	155125000	1
155125000	155625000	1
155625000	156255000	1
156255000	159145000	1
159145000	160515000	1
160515000	161365000	1
161365000	162855000	1
162855000	164185000	1
164185000	164465000	1
164465000	164835000	1
164835000	165025000	1
165025000	165315000	1
165315000	165805000	1
165805000	166285000	1
166285000	166645000	1
166645000	167875000	1
167875000	168985000	1
168985000	169415000	1
169415000	169765000	1
169765000	170275000	1
170275000	170775000	1
170775000	170905000	1
170905000	171195000	1
171195000	171715000	1
171715000	171835000	1
171835000	172335000	1
172335000	173255000	1
173255000	174245000	1
174245000	174735000	1
174735000	175205000	1
175205000	175885000	1
175885000	176375000	1
176375000	176645000	1
176645000	177065000	1
177065000	177755000	1
177755000	178515000	1
178515000	179025000	1
179025000	179125000	1
179125000	179855000	1
179855000	180215000	1
180215000	180975000	1
180975000	181075000	1
181075000	181635000	1
181635000	182165000	1
182165000	183515000	1
183515000	184045000	1
184045000	184585000	1
184585000	185335000	1
185335000	186505000	1
186505000	186595000	1
186595000	186885000	1
186885000	187255000	1
187255000	189115000	1
189115000	189575000	1
189575000	189835000	1
189835000	190195000	1
190195000	190975000	1
190975000	191105000	1
191105000	192595000	1
192595000	193365000	1
193365000	194295000	1
194295000	194545000	1
194545000	195065000	1
195065000	195925000	1
195925000	196915000	1
196915000	197685000	1
197685000	198145000	1
198145000	198265000	1
198265000	198895000	1
198895000	199045000	1
199045000	199905000	1
199905000	201245000	1
201245000	202435000	1
202435000	203335000	1
203335000	203605000	1
203605000	205175000	1
205175000	206435000	1
206435000	206555000	1
206555000	206765000	1
206765000	207505000	1
207505000	207685000	1
207685000	207975000	1
207975000	208725000	1
208725000	209035000	1
209035000	209785000	1
209785000	210015000	1
210015000	211245000	1
211245000	211395000	1
211395000	211645000	1
211645000	211885000	1
211885000	211995000	1
211995000	212775000	1
212775000	214645000	1
214645000	214845000	1
214845000	216295000	1
216295000	216975000	1
216975000	218395000	1
218395000	218565000	1
218565000	219295000	1
219295000	220515000	1
220515000	221105000	1
221105000	221715000	1
221715000	222205000	1
222205000	222385000	1
222385000	222535000	1
222535000	223255000	1
223255000	224035000	1
224035000	225235000	1
225235000	225855000	1
225855000	227105000	1
227105000	227635000	1
227635000	228565000	1
228565000	228665000	1
228665000	228905000	1
228905000	229555000	1
229555000	230075000	1
230075000	230705000	1
230705000	230785000	1
230785000	231675000	1
231675000	232385000	1
232385000	232585000	1
232585000	234245000	1
234245000	234435000	1
234435000	234525000	1
234525000	234725000	1
234725000	235085000	1
235085000	235565000	1
235565000	237235000	1
237235000	237525000	1
237525000	238025000	1
238025000	239255000	1
239255000	239725000	1
239725000	240375000	1
240375000	241225000	1
241225000	241885000	1
241885000	242175000	1
242175000	242665000	1
242665000	243135000	1
243255000	243455000	1
243455000	243605000	1
243605000	243755000	1
243755000	244065000	1
244065000	246465000	1
246465000	247035000	1
247035000	247765000	1
247765000	248535000	1
248535000	249105000	1
249105000	249725000	1
249725000	250215000	1
250215000	250685000	1
250685000	251685000	1
251685000	252055000	1
252055000	252555000	1
252555000	253575000	1
253575000	254185000	1
254185000	255105000	1
255105000	255455000	1
255455000	256135000	1
256135000	256655000	1
256655000	257255000	1
257255000	259075000	1
259075000	259645000	1
259645000	260025000	1
260025000	260235000	1
260235000	260595000	1
260595000	260745000	1
260745000	261355000	1
261355000	262775000	1
262775000	263765000	1
263765000	265965000	1
265965000	266095000	1
266095000	266805000	1
266805000	267235000	1
267235000	267755000	1
267755000	268375000	1
268375000	269885000	1
269885000	270415000	1
270415000	270725000	1
270725000	271345000	1
271345000	272845000	1
272845000	273485000	1
273485000	274135000	1
274135000	274415000	1
274415000	274745000	1
274745000	274905000	1
274905000	275795000	1
275795000	276215000	1
276215000	277235000	1
277235000	277985000	1
277985000	278505000	1
278505000	278955000	1
278955000	279385000	1
279385000	279905000	1
279905000	280025000	1
280025000	280105000	1
280105000	280515000	1
280515000	281705000	1
281705000	282215000	1
282215000	282905000	1
282905000	283455000	1
283455000	284255000	1
284255000	285585000	1
285585000	287105000	1
287295000	287845000	1
287845000	288195000	1
288195000	288965000	1
288965000	290055000	1
290055000	291405000	1
291405000	291735000	1
291735000	292625000	1
292625000	292935000	1
292935000	293535000	1
293535000	294555000	1
294555000	295035000	1
295035000	296335000	1
296335000	296885000	1
296885000	297065000	1
297065000	298045000	1
298045000	298355000	1
298355000	299005000	1
299005000	299565000	1
299565000	299795000	1
299795000	300825000	1
300825000	301905000	1
301905000	302685000	1
302685000	303585000	1
303585000	304295000	1
304295000	304785000	1
304785000	306215000	1
306215000	307125000	1
307125000	307755000	1
307755000	307835000	1
307835000	308175000	1
308175000	308755000	1
308755000	309045000	1
309045000	309475000	1
309475000	309705000	1
309705000	309875000	1
309875000	310565000	1
310565000	311715000	1
5000	285000	2
285000	675000	2
675000	1065000	2
1065000	1195000	2
1195000	1385000	2
2105000	2265000	2
2265000	3015000	2
3015000	3105000	2
3105000	3355000	2
3355000	3705000	2
3705000	4195000	2
4785000	4985000	2
4985000	5265000	2
5265000	5845000	2
6655000	7465000	2
7465000	7795000	2
7795000	7965000	2
7965000	8455000	2
8455000	8635000	2
8635000	8755000	2
8755000	8845000	2
8845000	9165000	2
9725000	10675000	2
10675000	11145000	2
11145000	11655000	2
14305000	14505000	2
14505000	14695000	2
14695000	14885000	2
14885000	15295000	2
15295000	15595000	2
15595000	15955000	2
15955000	16485000	2
17485000	17785000	2
17785000	18025000	2
18025000	18245000	2
18505000	18835000	2
18835000	19085000	2
19085000	19285000	2
19285000	19695000	2
19695000	19945000	2
20465000	20735000	2
20735000	21105000	2
21105000	21505000	2
21985000	23085000	2
23085000	23275000	2
23275000	23485000	2
23485000	23895000	2
23895000	24055000	2
24055000	24185000	2
24185000	24345000	2
24345000	24805000	2
24805000	25025000	2
26965000	28085000	2
28085000	28455000	2
28455000	28565000	2
28565000	28955000	2
29155000	29395000	2
29395000	29805000	2
32335000	32625000	2
32625000	32885000	2
32885000	33555000	2
34265000	34745000	2
34745000	34975000	2
34975000	35465000	2
35465000	36095000	2
36095000	36315000	2
36315000	36755000	2
36755000	36995000	2
36995000	37425000	2
37425000	37935000	2
37935000	38275000	2
38275000	38785000	2
38785000	38935000	2
39155000	39385000	2
39385000	39715000	2
43005000	43385000	2
43385000	43515000	2
43515000	43625000	2
43925000	44195000	2
44195000	44515000	2
44515000	44895000	2
44895000	45125000	2
45275000	45625000	2
45625000	45825000	2
45825000	45985000	2
46435000	46935000	2
46935000	47175000	2
47175000	47745000	2
47745000	48645000	2
49335000	49525000	2
49525000	49935000	2
51285000	51535000	2
51535000	51845000	2
51845000	52265000	2
52265000	52545000	2
52545000	52745000	2
52745000	53075000	2
53075000	53305000	2
53305000	53635000	2
53635000	54135000	2
54135000	54415000	2
54415000	54555000	2
54555000	54755000	2
54755000	54975000	2
54975000	55185000	2
55185000	55445000	2
57175000	57365000	2
57365000	58135000	2
58135000	58535000	2
58535000	58655000	2
58655000	59175000	2
59355000	59825000	2
59825000	59955000	2
59955000	60345000	2
60345000	60465000	2
60465000	60805000	2
60805000	61015000	2
61015000	61485000	2
62425000	62625000	2
63185000	63395000	2
63395000	63835000	2
63835000	64125000	2
64125000	64405000	2
64405000	64815000	2
65305000	65485000	2
65485000	65895000	2
66655000	67175000	2
67175000	68105000	2
68105000	68435000	2
68435000	69005000	2
69005000	69215000	2
69215000	69475000	2
69475000	69925000	2
70975000	71425000	2
71425000	71565000	2
71565000	71765000	2
71945000	72575000	2
72575000	72755000	2
72755000	73125000	2
73125000	73725000	2
73725000	74635000	2
74635000	75125000	2
75125000	75885000	2
75885000	76065000	2
76065000	76255000	2
76715000	77215000	2
77215000	77375000	2
77885000	78375000	2
78375000	78995000	2
78995000	79145000	2
79385000	79585000	2
79585000	79865000	2
79865000	80365000	2
80365000	80505000	2
80505000	80655000	2
80855000	81105000	2
81105000	81375000	2
81515000	81905000	2
81905000	82125000	2
82125000	82415000	2
82415000	82805000	2
82805000	83315000	2
84315000	84575000	2
84575000	84825000	2
84825000	85145000	2
85455000	85775000	2
85775000	85955000	2
85955000	86135000	2
86135000	86515000	2
86515000	86875000	2
86875000	87055000	2
87055000	87465000	2
88535000	88805000	2
88805000	88985000	2
88985000	89185000	2
90835000	91155000	2
91155000	91385000	2
93325000	93695000	2
93695000	94075000	2
94305000	94695000	2
94695000	94905000	2
95135000	95345000	2
95345000	95845000	2
96195000	96405000	2
96405000	96635000	2
96635000	96795000	2
96795000	97095000	2
98575000	98915000	2
98915000	99345000	2
99345000	99545000	2
99545000	99845000	2
102295000	102585000	2
102585000	102695000	2
102695000	102995000	2
102995000	103215000	2
103215000	103445000	2
103445000	103755000	2
103755000	104045000	2
104045000	104295000	2
104295000	104785000	2
104785000	105255000	2
105395000	105485000	2
105485000	105635000	2
105635000	106065000	2
106395000	106785000	2
106785000	107225000	2
107955000	108405000	2
108405000	108595000	2
108595000	109895000	2
110345000	110565000	2
110565000	110905000	2
114815000	114955000	2
114955000	115245000	2
115245000	115425000	2
115425000	115995000	2
115995000	116395000	2
116395000	116605000	2
116605000	116855000	2
116855000	117105000	2
118665000	119025000	2
119025000	119495000	2
119495000	119795000	2
120275000	120535000	2
120535000	121005000	2
122845000	123275000	2
123275000	123825000	2
126045000	126475000	2
126475000	126965000	2
127575000	127695000	2
127695000	128055000	2
128055000	128395000	2
129145000	129345000	2
129345000	129695000	2
130955000	131415000	2
131415000	131555000	2
131555000	131725000	2
131725000	132665000	2
132665000	133075000	2
135005000	135225000	2
135225000	135375000	2
135375000	135625000	2
138135000	138275000	2
138275000	138545000	2
138545000	139085000	2
139085000	139485000	2
139485000	139705000	2
139705000	140065000	2
140565000	140945000	2
140945000	141225000	2
141425000	141715000	2
141715000	141955000	2
141955000	142165000	2
142165000	142405000	2
142405000	142755000	2
142755000	143465000	2
143465000	144015000	2
144015000	144345000	2
144845000	145285000	2
145285000	145775000	2
147365000	148765000	2
148765000	149275000	2
149815000	150165000	2
150165000	150525000	2
150525000	151385000	2
151385000	151675000	2
153535000	154045000	2
154045000	154365000	2
154365000	154675000	2
154675000	154935000	2
155625000	156045000	2
156045000	156255000	2
156255000	157445000	2
157445000	157645000	2
157645000	158055000	2
158055000	158365000	2
158365000	159145000	2
159145000	159545000	2
159545000	159945000	2
159945000	160515000	2
160515000	161095000	2
161095000	161215000	2
161215000	161365000	2
161365000	161845000	2
161845000	162255000	2
162255000	162475000	2
162475000	162855000	2
162855000	163345000	2
163345000	163575000	2
163575000	164185000	2
166645000	166925000	2
166925000	167225000	2
167225000	167875000	2
167875000	168205000	2
168205000	168565000	2
168565000	168985000	2
170275000	170445000	2
170445000	170775000	2
171195000	171405000	2
171405000	171715000	2
172335000	172495000	2
172495000	172905000	2
172905000	173255000	2
175205000	175425000	2
175425000	175885000	2
177065000	177515000	2
177515000	177755000	2
177755000	178155000	2
178155000	178515000	2
179125000	179555000	2
179555000	179855000	2
180215000	180515000	2
180515000	180975000	2
181075000	181265000	2
181265000	181405000	2
181405000	181505000	2
181505000	181635000	2
182165000	183205000	2
183205000	183385000	2
183385000	183515000	2
185525000	185725000	2
185725000	186295000	2
186295000	186505000	2
187255000	187455000	2
187455000	187865000	2
187865000	188115000	2
188115000	189115000	2
191105000	191615000	2
191615000	191735000	2
191735000	192595000	2
193365000	193605000	2
193605000	193845000	2
193845000	194295000	2
195065000	195475000	2
195475000	195715000	2
195715000	195925000	2
195925000	196155000	2
196155000	196495000	2
196495000	196915000	2
198265000	198645000	2
198645000	198895000	2
199045000	199445000	2
199445000	199595000	2
199595000	199705000	2
199705000	199905000	2
199905000	200405000	2
200405000	200525000	2
200525000	201245000	2
201245000	201555000	2
201555000	201875000	2
201875000	202435000	2
203605000	204375000	2
204375000	204625000	2
204625000	204905000	2
204905000	205175000	2
205175000	205705000	2
205705000	205845000	2
205845000	205985000	2
205985000	206435000	2
206765000	207005000	2
207005000	207105000	2
207105000	207505000	2
207975000	208235000	2
208235000	208485000	2
208485000	208725000	2
209035000	209255000	2
209255000	209495000	2
209495000	209785000	2
210015000	210235000	2
210235000	210495000	2
210495000	210785000	2
210785000	211245000	2
212775000	213755000	2
213755000	213895000	2
213895000	214255000	2
214255000	214645000	2
214845000	215345000	2
215345000	215735000	2
215735000	216015000	2
216015000	216295000	2
216295000	216455000	2
216455000	216595000	2
216595000	216975000	2
216975000	217885000	2
217885000	218395000	2
218565000	218675000	2
218675000	218795000	2
218795000	219015000	2
219015000	219295000	2
219295000	219775000	2
219775000	220025000	2
220025000	220345000	2
220345000	220515000	2
220515000	220765000	2
220765000	221105000	2
221105000	221265000	2
221265000	221495000	2
221495000	221715000	2
223255000	223585000	2
223585000	224035000	2
224035000	224505000	2
224505000	224675000	2
224675000	224935000	2
224935000	225235000	2
225235000	225555000	2
225555000	225855000	2
225855000	226195000	2
226195000	226585000	2
226585000	227105000	2
227105000	227465000	2
227465000	227635000	2
228905000	229105000	2
229105000	229355000	2
229355000	229555000	2
230075000	230375000	2
230375000	230475000	2
230475000	230705000	2
230785000	231085000	2
231085000	231255000	2
231255000	231675000	2
231675000	232005000	2
232005000	232385000	2
232585000	233085000	2
233085000	233505000	2
233505000	234245000	2
235565000	236205000	2
236205000	236875000	2
236875000	237235000	2
238025000	238435000	2
238435000	238715000	2
238715000	239065000	2
239065000	239255000	2
239725000	239915000	2
239915000	240105000	2
240105000	240375000	2
240375000	240815000	2
240815000	241075000	2
241075000	241225000	2
241225000	241595000	2
241595000	241885000	2
244065000	244455000	2
244455000	244665000	2
244665000	244895000	2
244895000	245745000	2
245745000	246465000	2
247035000	247295000	2
247295000	247525000	2
247525000	247765000	2
247765000	248115000	2
248115000	248285000	2
248285000	248535000	2
248535000	248785000	2
248785000	249105000	2
249105000	249535000	2
249535000	249725000	2
250685000	250955000	2
250955000	251165000	2
251165000	251355000	2
251355000	251685000	2
252555000	252835000	2
252835000	253365000	2
253365000	253575000	2
253575000	253865000	2
253865000	254185000	2
254185000	254425000	2
254425000	254745000	2
254745000	255105000	2
257255000	257985000	2
257985000	258245000	2
258245000	258595000	2
258595000	258805000	2
258805000	259075000	2
260745000	261095000	2
261095000	261355000	2
261355000	261985000	2
261985000	262305000	2
262305000	262535000	2
262535000	262775000	2
262775000	263005000	2
263005000	263245000	2
263245000	263465000	2
263465000	263765000	2
263765000	265135000	2
265135000	265305000	2
265305000	265745000	2
265745000	265965000	2
267755000	267995000	2
267995000	268215000	2
268215000	268375000	2
268375000	268515000	2
268515000	268705000	2
268705000	269375000	2
269375000	269885000	2
270725000	270965000	2
270965000	271345000	2
271345000	271845000	2
271845000	272025000	2
272025000	272305000	2
272305000	272845000	2
272845000	273165000	2
273165000	273485000	2
274905000	275295000	2
275295000	275795000	2
276215000	276655000	2
276655000	276835000	2
276835000	277015000	2
277015000	277235000	2
277235000	277425000	2
277425000	277615000	2
277615000	277985000	2
280515000	280935000	2
280935000	281285000	2
281285000	281705000	2
281705000	282045000	2
282045000	282215000	2
282215000	282355000	2
282355000	282545000	2
282545000	282905000	2
283455000	283925000	2
283925000	284255000	2
284255000	284695000	2
284695000	285035000	2
285035000	285585000	2
285585000	285875000	2
285875000	286285000	2
286285000	286595000	2
286595000	287105000	2
288195000	288395000	2
288395000	288965000	2
288965000	289165000	2
289165000	289465000	2
289465000	289575000	2
289575000	290055000	2
291885000	292625000	2
292935000	293385000	2
293385000	293535000	2
293535000	293725000	2
293725000	294045000	2
294045000	294365000	2
294365000	294555000	2
295035000	295145000	2
295145000	295855000	2
295855000	296115000	2
296115000	296335000	2
296335000	296745000	2
296745000	296885000	2
297065000	297475000	2
297475000	297745000	2
297745000	297855000	2
297855000	298045000	2
298355000	298775000	2
298775000	299005000	2
299005000	299175000	2
299175000	299385000	2
299385000	299565000	2
299795000	300355000	2
300355000	300825000	2
300825000	301255000	2
301255000	301465000	2
301465000	301905000	2
301905000	302115000	2
302115000	302505000	2
302505000	302685000	2
302685000	303395000	2
303395000	303585000	2
303585000	303815000	2
303815000	304045000	2
304045000	304295000	2
304785000	305005000	2
305005000	305075000	2
305075000	306215000	2
306215000	306615000	2
306615000	306725000	2
306725000	307125000	2
308175000	308485000	2
308485000	308595000	2
308595000	308755000	2
310565000	310905000	2
310905000	311125000	2
311125000	311715000	2
